0.950055,0.00045,5.5e-05,-0.000545,4.5e-05,0.049945,-0.00045,-5.5e-05,0.000545,-4.5e-05,-0.049945,0.00045,5.5e-05,-0.000545,4.5e-05,0.049945,-0.00045,-5.5e-05,0.000545,-4.5e-05,-0.049945,0.00045,5.5e-05,-0.000545,4.5e-05,0.049945,-0.00045,-5.5e-05,0.000545,-4.5e-05,-0.049945,0.00045,5.5e-05,-0.000545,4.5e-05,0.049945,-0.00045,-5.5e-05,0.000545,-4.5e-05,-0.049945,0.00045,5.5e-05,-0.000545,4.5e-05,0.049945,-0.00045,-5.5e-05,0.000545,-4.5e-05,-0.049945,0.00045,5.5e-05,-0.000545,4.5e-05,0.049945,-0.00045,-5.5e-05,0.000545,-4.5e-05,-0.049945,0.00045,5.5e-05,-0.000545,4.5e-05,0.049945,-0.00045,-5.5e-05,0.000545,-4.5e-05,-0.049945,0.00045,5.5e-05,-0.000545,4.5e-05,0.049945,-0.00045,-5.5e-05,0.000545,-4.5e-05,-0.049945,0.00045,5.5e-05,-0.000545,4.5e-05,0.049945,-0.00045,-5.5e-05,0.000545,-4.5e-05,-0.049945,0.00045,5.5e-05,-0.000545,4.5e-05,0.049945,-0.00045,-5.5e-05,0.000545,-4.5e-05
-0.00055,0.950055,-4.5e-05,-0.000455,-5.5e-05,0.00055,0.049945,4.5e-05,0.000455,5.5e-05,-0.00055,-0.049945,-4.5e-05,-0.000455,-5.5e-05,0.00055,0.049945,4.5e-05,0.000455,5.5e-05,-0.00055,-0.049945,-4.5e-05,-0.000455,-5.5e-05,0.00055,0.049945,4.5e-05,0.000455,5.5e-05,-0.00055,-0.049945,-4.5e-05,-0.000455,-5.5e-05,0.00055,0.049945,4.5e-05,0.000455,5.5e-05,-0.00055,-0.049945,-4.5e-05,-0.000455,-5.5e-05,0.00055,0.049945,4.5e-05,0.000455,5.5e-05,-0.00055,-0.049945,-4.5e-05,-0.000455,-5.5e-05,0.00055,0.049945,4.5e-05,0.000455,5.5e-05,-0.00055,-0.049945,-4.5e-05,-0.000455,-5.5e-05,0.00055,0.049945,4.5e-05,0.000455,5.5e-05,-0.00055,-0.049945,-4.5e-05,-0.000455,-5.5e-05,0.00055,0.049945,4.5e-05,0.000455,5.5e-05,-0.00055,-0.049945,-4.5e-05,-0.000455,-5.5e-05,0.00055,0.049945,4.5e-05,0.000455,5.5e-05,-0.00055,-0.049945,-4.5e-05,-0.000455,-5.5e-05,0.00055,0.049945,4.5e-05,0.000455,5.5e-05
-0.000445,-4.5e-05,0.950545,-5.5e-05,5e-05,0.000445,4.5e-05,0.049455,5.5e-05,-5e-05,-0.000445,-4.5e-05,-0.049455,-5.5e-05,5e-05,0.000445,4.5e-05,0.049455,5.5e-05,-5e-05,-0.000445,-4.5e-05,-0.049455,-5.5e-05,5e-05,0.000445,4.5e-05,0.049455,5.5e-05,-5e-05,-0.000445,-4.5e-05,-0.049455,-5.5e-05,5e-05,0.000445,4.5e-05,0.049455,5.5e-05,-5e-05,-0.000445,-4.5e-05,-0.049455,-5.5e-05,5e-05,0.000445,4.5e-05,0.049455,5.5e-05,-5e-05,-0.000445,-4.5e-05,-0.049455,-5.5e-05,5e-05,0.000445,4.5e-05,0.049455,5.5e-05,-5e-05,-0.000445,-4.5e-05,-0.049455,-5.5e-05,5e-05,0.000445,4.5e-05,0.049455,5.5e-05,-5e-05,-0.000445,-4.5e-05,-0.049455,-5.5e-05,5e-05,0.000445,4.5e-05,0.049455,5.5e-05,-5e-05,-0.000445,-4.5e-05,-0.049455,-5.5e-05,5e-05,0.000445,4.5e-05,0.049455,5.5e-05,-5e-05,-0.000445,-4.5e-05,-0.049455,-5.5e-05,5e-05,0.000445,4.5e-05,0.049455,5.5e-05,-5e-05
-4.5e-05,4.5e-05,0.000445,0.95005,-0.000555,4.5e-05,-4.5e-05,-0.000445,0.04995,0.000555,-4.5e-05,4.5e-05,0.000445,-0.04995,-0.000555,4.5e-05,-4.5e-05,-0.000445,0.04995,0.000555,-4.5e-05,4.5e-05,0.000445,-0.04995,-0.000555,4.5e-05,-4.5e-05,-0.000445,0.04995,0.000555,-4.5e-05,4.5e-05,0.000445,-0.04995,-0.000555,4.5e-05,-4.5e-05,-0.000445,0.04995,0.000555,-4.5e-05,4.5e-05,0.000445,-0.04995,-0.000555,4.5e-05,-4.5e-05,-0.000445,0.04995,0.000555,-4.5e-05,4.5e-05,0.000445,-0.04995,-0.000555,4.5e-05,-4.5e-05,-0.000445,0.04995,0.000555,-4.5e-05,4.5e-05,0.000445,-0.04995,-0.000555,4.5e-05,-4.5e-05,-0.000445,0.04995,0.000555,-4.5e-05,4.5e-05,0.000445,-0.04995,-0.000555,4.5e-05,-4.5e-05,-0.000445,0.04995,0.000555,-4.5e-05,4.5e-05,0.000445,-0.04995,-0.000555,4.5e-05,-4.5e-05,-0.000445,0.04995,0.000555,-4.5e-05,4.5e-05,0.000445,-0.04995,-0.000555,4.5e-05,-4.5e-05,-0.000445,0.04995,0.000555
4.5e-05,-0.000555,5e-05,-5.5e-05,0.949545,-4.5e-05,0.000555,-5e-05,5.5e-05,0.050455,4.5e-05,-0.000555,5e-05,-5.5e-05,-0.050455,-4.5e-05,0.000555,-5e-05,5.5e-05,0.050455,4.5e-05,-0.000555,5e-05,-5.5e-05,-0.050455,-4.5e-05,0.000555,-5e-05,5.5e-05,0.050455,4.5e-05,-0.000555,5e-05,-5.5e-05,-0.050455,-4.5e-05,0.000555,-5e-05,5.5e-05,0.050455,4.5e-05,-0.000555,5e-05,-5.5e-05,-0.050455,-4.5e-05,0.000555,-5e-05,5.5e-05,0.050455,4.5e-05,-0.000555,5e-05,-5.5e-05,-0.050455,-4.5e-05,0.000555,-5e-05,5.5e-05,0.050455,4.5e-05,-0.000555,5e-05,-5.5e-05,-0.050455,-4.5e-05,0.000555,-5e-05,5.5e-05,0.050455,4.5e-05,-0.000555,5e-05,-5.5e-05,-0.050455,-4.5e-05,0.000555,-5e-05,5.5e-05,0.050455,4.5e-05,-0.000555,5e-05,-5.5e-05,-0.050455,-4.5e-05,0.000555,-5e-05,5.5e-05,0.050455,4.5e-05,-0.000555,5e-05,-5.5e-05,-0.050455,-4.5e-05,0.000555,-5e-05,5.5e-05,0.050455
0.049945,-0.00045,-5.5e-05,0.000545,-4.5e-05,0.950055,0.00045,5.5e-05,-0.000545,4.5e-05,0.049945,-0.00045,-5.5e-05,0.000545,-4.5e-05,-0.049945,0.00045,5.5e-05,-0.000545,4.5e-05,0.049945,-0.00045,-5.5e-05,0.000545,-4.5e-05,-0.049945,0.00045,5.5e-05,-0.000545,4.5e-05,0.049945,-0.00045,-5.5e-05,0.000545,-4.5e-05,-0.049945,0.00045,5.5e-05,-0.000545,4.5e-05,0.049945,-0.00045,-5.5e-05,0.000545,-4.5e-05,-0.049945,0.00045,5.5e-05,-0.000545,4.5e-05,0.049945,-0.00045,-5.5e-05,0.000545,-4.5e-05,-0.049945,0.00045,5.5e-05,-0.000545,4.5e-05,0.049945,-0.00045,-5.5e-05,0.000545,-4.5e-05,-0.049945,0.00045,5.5e-05,-0.000545,4.5e-05,0.049945,-0.00045,-5.5e-05,0.000545,-4.5e-05,-0.049945,0.00045,5.5e-05,-0.000545,4.5e-05,0.049945,-0.00045,-5.5e-05,0.000545,-4.5e-05,-0.049945,0.00045,5.5e-05,-0.000545,4.5e-05,0.049945,-0.00045,-5.5e-05,0.000545,-4.5e-05,-0.049945,0.00045,5.5e-05,-0.000545,4.5e-05
0.00055,0.049945,4.5e-05,0.000455,5.5e-05,-0.00055,0.950055,-4.5e-05,-0.000455,-5.5e-05,0.00055,0.049945,4.5e-05,0.000455,5.5e-05,-0.00055,-0.049945,-4.5e-05,-0.000455,-5.5e-05,0.00055,0.049945,4.5e-05,0.000455,5.5e-05,-0.00055,-0.049945,-4.5e-05,-0.000455,-5.5e-05,0.00055,0.049945,4.5e-05,0.000455,5.5e-05,-0.00055,-0.049945,-4.5e-05,-0.000455,-5.5e-05,0.00055,0.049945,4.5e-05,0.000455,5.5e-05,-0.00055,-0.049945,-4.5e-05,-0.000455,-5.5e-05,0.00055,0.049945,4.5e-05,0.000455,5.5e-05,-0.00055,-0.049945,-4.5e-05,-0.000455,-5.5e-05,0.00055,0.049945,4.5e-05,0.000455,5.5e-05,-0.00055,-0.049945,-4.5e-05,-0.000455,-5.5e-05,0.00055,0.049945,4.5e-05,0.000455,5.5e-05,-0.00055,-0.049945,-4.5e-05,-0.000455,-5.5e-05,0.00055,0.049945,4.5e-05,0.000455,5.5e-05,-0.00055,-0.049945,-4.5e-05,-0.000455,-5.5e-05,0.00055,0.049945,4.5e-05,0.000455,5.5e-05,-0.00055,-0.049945,-4.5e-05,-0.000455,-5.5e-05
0.000445,4.5e-05,0.049455,5.5e-05,-5e-05,-0.000445,-4.5e-05,0.950544,-5.5e-05,5e-05,0.000445,4.5e-05,0.049455,5.5e-05,-5e-05,-0.000445,-4.5e-05,-0.049455,-5.5e-05,5e-05,0.000445,4.5e-05,0.049455,5.5e-05,-5e-05,-0.000445,-4.5e-05,-0.049455,-5.5e-05,5e-05,0.000445,4.5e-05,0.049455,5.5e-05,-5e-05,-0.000445,-4.5e-05,-0.049455,-5.5e-05,5e-05,0.000445,4.5e-05,0.049455,5.5e-05,-5e-05,-0.000445,-4.5e-05,-0.049455,-5.5e-05,5e-05,0.000445,4.5e-05,0.049455,5.5e-05,-5e-05,-0.000445,-4.5e-05,-0.049455,-5.5e-05,5e-05,0.000445,4.5e-05,0.049455,5.5e-05,-5e-05,-0.000445,-4.5e-05,-0.049455,-5.5e-05,5e-05,0.000445,4.5e-05,0.049455,5.5e-05,-5e-05,-0.000445,-4.5e-05,-0.049455,-5.5e-05,5e-05,0.000445,4.5e-05,0.049455,5.5e-05,-5e-05,-0.000445,-4.5e-05,-0.049455,-5.5e-05,5e-05,0.000445,4.5e-05,0.049455,5.5e-05,-5e-05,-0.000445,-4.5e-05,-0.049455,-5.5e-05,5e-05
4.5e-05,-4.5e-05,-0.000445,0.04995,0.000555,-4.5e-05,4.5e-05,0.000445,0.95005,-0.000555,4.5e-05,-4.5e-05,-0.000445,0.04995,0.000555,-4.5e-05,4.5e-05,0.000445,-0.04995,-0.000555,4.5e-05,-4.5e-05,-0.000445,0.04995,0.000555,-4.5e-05,4.5e-05,0.000445,-0.04995,-0.000555,4.5e-05,-4.5e-05,-0.000445,0.04995,0.000555,-4.5e-05,4.5e-05,0.000445,-0.04995,-0.000555,4.5e-05,-4.5e-05,-0.000445,0.04995,0.000555,-4.5e-05,4.5e-05,0.000445,-0.04995,-0.000555,4.5e-05,-4.5e-05,-0.000445,0.04995,0.000555,-4.5e-05,4.5e-05,0.000445,-0.04995,-0.000555,4.5e-05,-4.5e-05,-0.000445,0.04995,0.000555,-4.5e-05,4.5e-05,0.000445,-0.04995,-0.000555,4.5e-05,-4.5e-05,-0.000445,0.04995,0.000555,-4.5e-05,4.5e-05,0.000445,-0.04995,-0.000555,4.5e-05,-4.5e-05,-0.000445,0.04995,0.000555,-4.5e-05,4.5e-05,0.000445,-0.04995,-0.000555,4.5e-05,-4.5e-05,-0.000445,0.04995,0.000555,-4.5e-05,4.5e-05,0.000445,-0.04995,-0.000555
-4.5e-05,0.000555,-5e-05,5.5e-05,0.050455,4.5e-05,-0.000555,5e-05,-5.5e-05,0.949545,-4.5e-05,0.000555,-5e-05,5.5e-05,0.050455,4.5e-05,-0.000555,5e-05,-5.5e-05,-0.050455,-4.5e-05,0.000555,-5e-05,5.5e-05,0.050455,4.5e-05,-0.000555,5e-05,-5.5e-05,-0.050455,-4.5e-05,0.000555,-5e-05,5.5e-05,0.050455,4.5e-05,-0.000555,5e-05,-5.5e-05,-0.050455,-4.5e-05,0.000555,-5e-05,5.5e-05,0.050455,4.5e-05,-0.000555,5e-05,-5.5e-05,-0.050455,-4.5e-05,0.000555,-5e-05,5.5e-05,0.050455,4.5e-05,-0.000555,5e-05,-5.5e-05,-0.050455,-4.5e-05,0.000555,-5e-05,5.5e-05,0.050455,4.5e-05,-0.000555,5e-05,-5.5e-05,-0.050455,-4.5e-05,0.000555,-5e-05,5.5e-05,0.050455,4.5e-05,-0.000555,5e-05,-5.5e-05,-0.050455,-4.5e-05,0.000555,-5e-05,5.5e-05,0.050455,4.5e-05,-0.000555,5e-05,-5.5e-05,-0.050455,-4.5e-05,0.000555,-5e-05,5.5e-05,0.050455,4.5e-05,-0.000555,5e-05,-5.5e-05,-0.050455
